"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"AVALON MINERALS LIMITED","AVI","Materials",,"0.0200","0.0190","0.0000","121723"
"AVANCO RESOURCES LIMITED","AVB","Materials","0.0960","0.0960","0.0960","0.0000","3545"
"AVENIRA LIMITED","AEV","Materials","0.0580","0.0600","0.0580","-0.0019","192738"
"AVENTUS RETAIL PROPERTY FUND","AVN","Real Estate","2.2800","2.2800","2.2700","0.0000","181459"
"AVEO GROUP","AOG","Real Estate","2.3100","2.3100","2.3050","0.0000","228467"
"AVIRA ENERGY LIMITED","AVW","Materials","0.0150","0.0150","0.0150","0.0000","25000"
"AVITA MEDICAL LTD","AVH","Pharmaceuticals, Biotechnology & Life Sciences","0.0820","0.0850","0.0820","-0.0010","96494"
"AVJENNINGS LIMITED","AVJ","Real Estate","0.7000","0.7000","0.6900","0.0000","29642"
"AVZ MINERALS LIMITED","AVZ","Materials","0.1350","0.1350","0.1300","0.0000","1434080"
"AWE LIMITED","AWE","Energy","0.4650","0.4650","0.4600","0.0030","102661"
"AXIOM MINING LIMITED","AVQ","Materials","0.2200","0.2300","0.2200","0.0000","325592"
"AXIOM PROPERTIES LIMITED","AXI","Real Estate","0.0550","0.0550","0.0550","0.0043","4860"
"AXSESSTODAY LIMITED","AXL","Diversified Financials","1.5450","1.5500","1.5450","0.0100","11466"
"AXXIS TECHNOLOGY GROUP LTD","AYG","Software & Services",,"","","",""
"AZONTO PETROLEUM LTD","APY","Energy",,"","","",""
"AZUMAH RESOURCES LIMITED","AZM","Materials","0.0210","0.0210","0.0210","0.0011","445149"
"AZURE HEALTHCARE LIMITED","AZV","Health Care Equipment & Services","0.0770","0.0770","0.0770","0.0000","120471"
"AZURE MINERALS LIMITED","AZS","Materials","0.0140","0.0140","0.0140","0.0000","134908"
"BABY BUNTING GROUP LIMITED","BBN","Retailing","1.8150","1.8250","1.8150","-0.0100","6737"
"BAILADOR TECHNOLOGY INVESTMENTS LIMITED","BTI","Diversified Financials","0.8300","0.8300","0.8300","0.0101","1249"
"BANK OF QUEENSLAND LIMITED.","BOQ","Banks","12.8450","12.8750","12.8400","0.0051","158530"
"BANNERMAN RESOURCES LIMITED","BMN","Energy","0.0340","0.0340","0.0340","0.0010","100000"
"BAPCOR LIMITED","BAP","Retailing","5.2700","5.2900","5.2600","0.0253","167132"
"BARAKA ENERGY & RESOURCES LIMITED","BKP","Energy","0.0010","0.0010","0.0010","0.0000","2000000"
"BARALABA COAL COMPANY LIMITED","BCL","Energy",,"0.2600","0.2600","-0.0186","2000"
"BARD1 LIFE SCIENCES LIMITED","BD1","Materials","0.0080","0.0080","0.0080","0.0011","62500"
"BARRA RESOURCES LIMITED","BAR","Materials","0.0440","0.0460","0.0440","-0.0010","248239"
"BARRACK ST INVESTMENTS LIMITED","BST","Not Applic","0.9150","0.9150","0.9150","0.0050","775"
"BASE RESOURCES LIMITED","BSE","Materials","0.2950","0.2950","0.2900","0.0051","16372"
"BASS METALS LTD","BSM","Materials","0.0120","0.0120","0.0120","0.0011","1155841"
"BASS OIL LIMITED","BAS","Energy","0.0040","0.0040","0.0040","0.0000","590410"
"BASSARI RESOURCES LIMITED","BSR","Materials","0.0150","0.0150","0.0150","0.0000","33915"
"BATHURST RESOURCES LIMITED.","BRL","Materials",,"","","",""
"BATTERY MINERALS LIMITED","BAT","Materials","0.0670","0.0670","0.0650","0.0010","99295"
"BAUMART HOLDINGS LIMITED","BMH","Capital Goods","0.2450","0.2450","0.2450","0.0000","3000"
"BAUXITE RESOURCES LIMITED","BAU","Materials","0.0720","0.0720","0.0720","-0.0029","5577"
"BBX MINERALS LIMITED","BBX","Materials",,"0.2000","0.2000","0.0000","15789"
"BC IRON LIMITED","BCI","Materials","0.1670","0.1700","0.1670","-0.0029","43700"
"BCD RESOURCES NL","BCD","Materials",,"","","",""
"BEACH ENERGY LIMITED","BPT","Energy","0.8520","0.8520","0.8350","0.0000","8582917"
"BEACON LIGHTING GROUP LIMITED","BLX","Retailing","1.5700","1.5700","1.5700","0.0203","11627"
"BEACON MINERALS LIMITED","BCN","Materials","0.0160","0.0160","0.0160","0.0000","810848"
"BEADELL RESOURCES LIMITED","BDR","Materials","0.2000","0.2100","0.2000","0.0000","157955"
"BEGA CHEESE LIMITED","BGA","Food, Beverage & Tobacco","6.7100","6.7300","6.7000","-0.0101","59841"
"BELL FINANCIAL GROUP LIMITED","BFG","Diversified Financials","0.6750","0.6750","0.6700","0.0000","1989"
"BELLAMY'S AUSTRALIA LIMITED","BAL","Food, Beverage & Tobacco","7.8950","8.0100","7.8900","-0.0940","57695"
"BENDIGO AND ADELAIDE BANK LIMITED","BEN","Banks","11.3900","11.4300","11.3900","-0.0046","141832"
"BENITEC BIOPHARMA LIMITED","BLT","Pharmaceuticals, Biotechnology & Life Sciences","0.1650","0.1650","0.1550","-0.0049","92608"
"BENJAMIN HORNIGOLD LIMITED","BHD","Not Applic","0.8800","0.8900","0.8800","0.0152","5000"
"BENTLEY CAPITAL LIMITED","BEL","Diversified Financials","0.1100","0.1100","0.1100","0.0000","4040"
"BERKELEY ENERGIA LIMITED","BKY","Energy","0.7800","0.7800","0.7650","0.0000","21955"
"BERKUT MINERALS LIMITED","BMT","Materials","0.3450","0.3450","0.3450","0.0000","11347"
"BESTON GLOBAL FOOD COMPANY LIMITED","BFC","Food, Beverage & Tobacco","0.2150","0.2150","0.2150","0.0000","1337"
"BEYOND INTERNATIONAL LIMITED","BYI","Media","0.6550","0.6550","0.6500","0.0000","5374"
"BHP BILLITON LIMITED","BHP","Materials","26.5500","26.5900","26.5200","0.0106","853638"
"BIDENERGY LIMITED","BID","Software & Services","0.0200","0.0200","0.0200","0.0000","80937"
"BIG RIVER INDUSTRIES LIMITED","BRI","Materials","1.9500","1.9500","1.9500","0.0051","4985"
"BIG UN LIMITED","BIG","Software & Services","1.7150","1.7200","1.7000","0.0050","121591"
"BIGTINCAN HOLDINGS LIMITED","BTH","Software & Services","0.2000","0.2000","0.2000","0.0000","43000"
"BILLABONG INTERNATIONAL LIMITED","BBG","Consumer Durables & Apparel","0.5600","0.5650","0.5600","0.0000","28722"
"BINGO INDUSTRIES LIMITED","BIN","Commercial & Professional Services","2.1800","2.2100","2.1600","-0.0100","67743"
"BIOMICS BIOPHARMA LIMITED","BBM","Class Pend",,"","","",""
"BIONOMICS LIMITED","BNO","Pharmaceuticals, Biotechnology & Life Sciences","0.4550","0.4600","0.4550","-0.0050","16000"
"BIOTECH CAPITAL LIMITED","BTC","Diversified Financials","0.1850","0.1850","0.1850","0.0000","950"
"BIOTRON LIMITED","BIT","Pharmaceuticals, Biotechnology & Life Sciences","0.0180","0.0180","0.0180","0.0000","50265"
"BIOXYNE LIMITED","BXN","Pharmaceuticals, Biotechnology & Life Sciences","0.0300","0.0300","0.0300","0.0000","827762"
"BIRCH AND PRESTIGE INVESTMENT GROUP LIMITED","BOP","Retailing",,"","","",""
"BIRIMIAN LIMITED","BGS","Materials","0.3000","0.3150","0.2950","0.0104","1492776"
"BIRRABONG CORPORATION LIMITED","BIR","Materials",,"","","",""
"BISALLOY STEEL GROUP LIMITED","BIS","Materials","0.8000","0.8000","0.8000","0.0000","1048"
"BISAN LIMITED","BSN","Diversified Financials","0.0040","0.0040","0.0040","0.0000","106366"
"BKI INVESTMENT COMPANY LIMITED","BKI","Diversified Financials","1.6600","1.6600","1.6500","0.0101","6001"
"BKM MANAGEMENT LIMITED","BKM","Commercial & Professional Services",,"0.0020","0.0020","0.0020","741300"
"BLACK MOUNTAIN RESOURCES LIMITED","BMZ","Materials","0.0310","0.0310","0.0310","0.0010","100000"
"BLACK ROCK MINING LIMITED","BKT","Materials","0.0550","0.0550","0.0550","0.0000","22114"
"BLACK STAR PETROLEUM LIMITED","BSP","Energy",,"0.0010","0.0010","-0.0005","15000000"
"BLACKHAM RESOURCES LIMITED","BLK","Materials","0.2000","0.2050","0.2000","0.0000","41047"
"BLACKMORES LIMITED","BKL","Household & Personal Products","118.8000","119.0400","118.0200","-0.2732","7772"
"BLACKSTONE MINERALS LIMITED","BSX","Materials","0.3050","0.3050","0.3050","0.0051","22000"
"BLACKWALL LIMITED","BWF","Diversified Financials","0.8900","0.8900","0.8900","0.0101","4606"
"BLACKWALL PROPERTY TRUST","BWR","Real Estate","1.3450","1.3450","1.3450","0.0203","7207"
"BLAZE INTERNATIONAL LIMITED","BLZ","Energy","0.0330","0.0330","0.0320","0.0000","201353"
"BLIGH RESOURCES LIMITED","BGH","Materials","0.0320","0.0320","0.0320","-0.0027","1047005"
"BLINA MINERALS NL","BDI","Materials","0.0010","0.0010","0.0010","0.0000","500000"
"BLUE ENERGY LIMITED","BUL","Energy","0.1370","0.1370","0.1350","-0.0029","52122"
"BLUE SKY ALTERNATIVE INVESTMENTS LIMITED","BLA","Diversified Financials","11.8500","11.8900","11.7300","0.1114","6517"
"BLUE SKY ALTERNATIVES ACCESS FUND LIMITED","BAF","Not Applic","1.2100","1.2100","1.2100","0.0000","778"
"BLUECHIIP LIMITED","BCT","Technology Hardware & Equipment","0.0300","0.0300","0.0300","0.0000","50000"
"BLUESCOPE STEEL LIMITED","BSL","Materials","11.3150","11.3550","11.3000","0.0000","419389"
"BLUGLASS LIMITED","BLG","Semiconductors & Semiconductor Equipment","0.3650","0.3650","0.3600","-0.0049","73740"
"BMG RESOURCES LIMITED","BMG","Materials","0.0120","0.0120","0.0120","0.0000","832600"
"BOADICEA RESOURCES LIMITED","BOA","Materials","0.1600","0.1600","0.1600","0.0000","243"
"BOART LONGYEAR LIMITED","BLY","Capital Goods","0.0210","0.0210","0.0210","0.0000","300000"
"BOD AUSTRALIA LIMITED","BDA","Retailing","0.1000","0.1000","0.1000","-0.0048","10650"
"BOOM LOGISTICS LIMITED","BOL","Capital Goods","0.1870","0.1870","0.1850","-0.0030","36201"
"BORA BORA RESOURCES LIMITED","BBR","Materials",,"","","",""
"BORAL LIMITED.","BLD","Materials","6.6200","6.6400","6.6100","0.0305","997998"
"BOSS RESOURCES LIMITED","BOE","Materials","0.0430","0.0440","0.0430","0.0000","100000"
"BOTANIX PHARMACEUTICALS LTD","BOT","Pharmaceuticals, Biotechnology & Life Sciences","0.0460","0.0460","0.0460","0.0010","55000"
"BOTSWANA METALS LIMITED","BML","Materials","0.0010","0.0010","0.0010","0.0000","500000"
"BOUGAINVILLE COPPER LIMITED","BOC","Materials","0.3400","0.3400","0.3400","0.0390","789"
"BOUNTY OIL & GAS NL","BUY","Energy","0.0060","0.0060","0.0060","0.0000","304"
"BOYUAN HOLDINGS LIMITED","BHL","Real Estate","0.2800","0.2800","0.2800","0.0158","10000"
"BP CAPITAL MARKETS PLC","BPB","Not Applic",,"","","",""
"BPH ENERGY LTD","BPH","Pharmaceuticals, Biotechnology & Life Sciences","0.0020","0.0020","0.0020","-0.0007","330000"
"BPS TECHNOLOGY LIMITED","BPS","Software & Services","0.8150","0.8150","0.8000","-0.0050","17850"
"BRAIN RESOURCE LIMITED","BRC","Health Care Equipment & Services","0.0600","0.0600","0.0600","0.0000","20"
"BRAINCHIP HOLDINGS LTD","BRN","Software & Services","0.1670","0.1670","0.1670","0.0000","5576"
"BRAMBLES LIMITED","BXB","Commercial & Professional Services","9.0550","9.0750","9.0400","0.0100","783167"
"BRAVURA SOLUTIONS LIMITED.","BVS","Software & Services","1.6600","1.6600","1.6600","0.0000","39917"
"BREAKER RESOURCES NL","BRB","Materials","0.6700","0.6700","0.6700","0.0000","5228"
"BREVILLE GROUP LIMITED","BRG","Retailing","11.2500","11.2900","11.2400","0.0203","19395"
"BRICKWORKS LIMITED","BKW","Materials","13.3100","13.3200","13.2800","0.0000","54632"
"BRIERTY LIMITED","BYL","Capital Goods",,"0.0800","0.0800","0.0000","49700"
"BRIGHTON MINING GROUP LIMITED","BTN","Materials",,"","","",""
"BRISBANE BRONCOS LIMITED","BBL","Media","0.5100","0.5100","0.5100","0.0102","4223"
"BRISCOE GROUP AUSTRALASIA LIMITED","BGP","Not Applic",,"","","",""
"BROAD INVESTMENTS LIMITED","BRO","Telecommunication Services",,"","","",""
"BROCKMAN MINING LIMITED","BCK","Materials",,"0.0170","0.0170","0.0000","379000"
"BROKEN HILL PROSPECTING LIMITED","BPL","Materials","0.0400","0.0400","0.0400","0.0032","60000"
"BRONSON GROUP LIMITED","BGR","Diversified Financials",,"","","",""
"BROO LTD","BEE","Food, Beverage & Tobacco","0.2650","0.2750","0.2650","0.0051","28000"
"BROOKSIDE ENERGY LIMITED","BRK","Energy","0.0120","0.0120","0.0120","0.0000","422376"
"BRYAH RESOURCES LIMITED","BYH","Materials",,"","","",""
"BSA LIMITED","BSA","Commercial & Professional Services","0.3450","0.3450","0.3450","-0.0049","37681"
"BT INVESTMENT MANAGEMENT LIMITED","BTT","Diversified Financials",,"11.0200","10.9950","-0.0154","188050"
"BUBS AUSTRALIA LIMITED","BUB","Food, Beverage & Tobacco","0.4800","0.4850","0.4800","0.0000","77068"
"BUDDY PLATFORM LTD","BUD","Software & Services","0.2400","0.2450","0.2400","0.0000","203050"
"BUDERIM GROUP LIMITED","BUG","Food, Beverage & Tobacco","0.2700","0.2700","0.2700","-0.0186","570"
"BUILDINGIQ, INC","BIQ","Software & Services","0.0720","0.0720","0.0700","-0.0064","20000"
"BULLETIN RESOURCES LIMITED","BNR","Materials","0.0340","0.0340","0.0340","0.0000","14400"
"BULLETPROOF GROUP LIMITED","BPF","Software & Services","0.0750","0.0750","0.0750","-0.0020","3385"
"BURRABULLA CORPORATION LIMITED","BUA","Materials",,"","","",""
"BURU ENERGY LIMITED","BRU","Energy","0.2200","0.2200","0.2200","0.0051","5000"
"BUXTON RESOURCES LIMITED","BUX","Materials","0.1500","0.1500","0.1500","-0.0048","53695"
"BUYMYPLACE.COM.AU LIMITED","BMP","Real Estate","0.2300","0.2400","0.2300","-0.0096","11019"
"BWP TRUST","BWP","Real Estate","2.9600","2.9650","2.9500","-0.0148","332360"
"BWX LIMITED","BWX","Household & Personal Products","6.3100","6.3300","6.2850","-0.0246","72455"
"BYRON ENERGY LIMITED","BYE","Energy","0.1000","0.1000","0.0990","0.0000","381923"
"BYTE POWER GROUP LIMITED","BPG","Retailing","0.0010","0.0010","0.0010","0.0000","500000"
"CABCHARGE AUSTRALIA LIMITED","CAB","Commercial & Professional Services","1.8050","1.8050","1.7800","-0.0051","85593"
"CABRAL RESOURCES LIMITED","CBS","Materials",,"","","",""
"CADENCE CAPITAL LIMITED","CDM","Not Applic","1.2750","1.2750","1.2750","-0.0020","11526"
"CAENEUS MINERALS LTD","CAD","Materials","0.0020","0.0020","0.0020","-0.0007","1500000"
"CAISSE FRANCAISE DE FINANCEMENT LOCAL","DXA","Not Applic",,"","","",""
"CALIDUS RESOURCES LIMITED","CAI","Materials","0.0490","0.0500","0.0490","-0.0010","144905"
"CALTEX AUSTRALIA LIMITED","CTX","Energy","31.9700","32.0200","31.9250","-0.1183","66227"
"CANN GROUP LIMITED","CAN","Pharmaceuticals, Biotechnology & Life Sciences","1.3550","1.3600","1.3150","-0.0148","11866"
"CANNINDAH RESOURCES LIMITED","CAE","Materials","0.0330","0.0340","0.0330","-0.0019","86354"
"CANYON RESOURCES LIMITED","CAY","Materials","0.0900","0.0910","0.0900","0.0020","105444"
"CAPE LAMBERT RESOURCES LIMITED","CFE","Materials","0.0190","0.0190","0.0180","-0.0010","3832900"
"CAPILANO HONEY LIMITED","CZZ","Food, Beverage & Tobacco","16.2000","16.2000","16.1500","0.0502","2166"
"CAPITAL MINING LIMITED","CMY","Materials",,"0.0050","0.0050","0.0000","465000"
"CAPITOL HEALTH LIMITED","CAJ","Health Care Equipment & Services","0.2870","0.2900","0.2850","0.0000","858876"
"CAPRAL LIMITED","CAA","Materials","0.1350","0.1350","0.1350","0.0000","9188"
"CAPRICORN METALS LTD","CMM","Materials","0.0830","0.0830","0.0830","-0.0010","61944"
"CAQ HOLDINGS LIMITED","CAQ","Real Estate","0.0900","0.0900","0.0900","0.0000","8950"
"CARAVEL MINERALS LIMITED","CVV","Materials","0.0600","0.0600","0.0600","-0.0010","28998"
"CARBINE RESOURCES LIMITED","CRB","Materials","0.0770","0.0770","0.0770","0.0000","60232"
"CARBINE TUNGSTEN LIMITED","CNQ","Materials","0.0100","0.0100","0.0100","0.0000","1100000"
"CARBON ENERGY LIMITED","CNX","Energy","0.2050","0.2050","0.2050","0.0051","209"
"CARBON MINERALS LIMITED","CRM","Energy","0.1000","0.1000","0.1000","0.0000","3500"
"CARDINAL RESOURCES LIMITED","CDV","Materials","0.6750","0.6750","0.6650","-0.0050","26668"
"CARDNO LIMITED","CDD","Capital Goods","1.3900","1.3950","1.3900","0.0000","31821"
"CARINDALE PROPERTY TRUST","CDP","Real Estate","7.8300","7.8500","7.8300","0.0204","5713"
"CARLTON INVESTMENTS LIMITED","CIN","Diversified Financials","31.6400","31.6400","31.6400","-0.0601","250"
"CARNARVON PETROLEUM LIMITED","CVN","Energy","0.0870","0.0870","0.0860","-0.0020","108185"
"CARNAVALE RESOURCES LIMITED","CAV","Materials","0.0220","0.0230","0.0220","0.0000","1261805"
"CARNEGIE CLEAN ENERGY LIMITED","CCE","Utilities","0.0480","0.0490","0.0480","-0.0010","113803"
"CARPENTARIA EXPLORATION LIMITED","CAP","Materials","0.0720","0.0740","0.0720","0.0000","5604"
"CARSALES.COM LIMITED.","CAR","Software & Services","12.8800","12.9000","12.8700","0.0103","99226"
"CASH CONVERTERS INTERNATIONAL","CCV","Retailing","0.3900","0.3920","0.3850","0.0000","19325"
"CASSINI RESOURCES LIMITED","CZI","Materials","0.0740","0.0740","0.0740","0.0000","13350"
"CASTILLO COPPER LIMITED","CCZ","Materials","0.0430","0.0430","0.0420","0.0010","162063"
"CASTLE MINERALS LIMITED","CDT","Materials","0.0120","0.0120","0.0110","0.0000","182948"
"CATALYST METALS LIMITED","CYL","Materials","0.8150","0.8350","0.8150","0.0258","9750"
"CATAPULT GROUP INTERNATIONAL LTD","CAT","Technology Hardware & Equipment","1.4400","1.4400","1.3900","0.0050","89408"
"CAULDRON ENERGY LIMITED","CXU","Energy","0.0340","0.0340","0.0340","0.0000","27409"
"CAZALY RESOURCES LIMITED","CAZ","Materials","0.0490","0.0510","0.0490","0.0044","397201"
"CBG CAPITAL LIMITED","CBC","Not Applic","0.9250","0.9250","0.9250","0.0364","2799"
"CBL CORPORATION LIMITED","CBL","Insurance",,"","","",""
"CCP TECHNOLOGIES LIMITED","CT1","Technology Hardware & Equipment","0.0180","0.0190","0.0180","0.0000","795157"
"CEDAR WOODS PROPERTIES LIMITED","CWP","Real Estate","5.2800","5.3000","5.2500","0.0401","15656"
"CELAMIN HOLDINGS NL","CNL","Materials",,"","","",""
"CELLMID LIMITED","CDY","Pharmaceuticals, Biotechnology & Life Sciences","0.0240","0.0240","0.0240","0.0000","88286"
"CELLNET GROUP LIMITED","CLT","Technology Hardware & Equipment","0.2400","0.2400","0.2400","0.0000","5000"
"CELSIUS RESOURCES LIMITED.","CLA","Materials","0.0580","0.0600","0.0580","-0.0010","1398357"
"CENTAURUS METALS LIMITED","CTM","Materials","0.0050","0.0050","0.0050","0.0000","1350000"
"CENTENNIAL MINING LIMITED","CTL","Materials","0.0160","0.0160","0.0160","0.0000","177946"
"CENTRAL ASIA RESOURCES LIMITED.","CVR","Materials",,"","","",""
"CENTRAL PETROLEUM LIMITED","CTP","Energy","0.0950","0.0950","0.0950","0.0000","996808"
"CENTREPOINT ALLIANCE LIMITED","CAF","Diversified Financials","0.5800","0.5800","0.5800","0.0000","2268"
"CENTREX METALS LIMITED","CXM","Materials","0.0680","0.0680","0.0680","-0.0010","2488"
"CENTURIA CAPITAL GROUP","CNI","Diversified Financials","1.3300","1.3300","1.3050","0.0101","2153"
"CENTURIA INDUSTRIAL REIT","CIP","Real Estate","2.4850","2.4900","2.4800","0.0000","13727"
"CENTURIA METROPOLITAN REIT","CMA","Real Estate","2.4100","2.4100","2.3900","0.0101","2071"
"CENTURY AUSTRALIA INVESTMENTS LIMITED","CYA","Diversified Financials","0.9100","0.9100","0.9100","0.0000","10416"
"CERAMIC FUEL CELLS LIMITED","CFU","Capital Goods",,"","","",""
"CERVANTES CORPORATION LIMITED","CVS","Materials","0.0130","0.0130","0.0130","0.0000","23572"
"CFOAM LIMITED","CFO","Capital Goods","0.3450","0.3450","0.3300","0.0000","22000"
"CHALICE GOLD MINES LIMITED","CHN","Materials","0.2150","0.2150","0.2150","0.0000","40211"
"CHALLENGER ENERGY LIMITED","CEL","Energy","0.0270","0.0270","0.0270","0.0000","25000"
"CHALLENGER LIMITED","CGF","Diversified Financials","12.2000","12.2400","12.1950","0.0098","217590"
"CHALLENGER MILLENNIUM SERIES 2007-1E TRUST","CHJ","Not Applic",,"","","",""
"CHALLENGER MILLENNIUM SERIES 2007-2L TRUST","CHU","Not Applic",,"","","",""
"CHALMERS LIMITED","CHR","Transportation",,"3.1500","3.1500","0.0000","1080"
"CHAMPION IRON LIMITED","CIA","Materials","1.0000","1.0000","1.0000","0.0152","5597"
"CHAPMANS LIMITED","CHP","Diversified Financials","0.0050","0.0050","0.0050","0.0000","44626"
"CHARTER HALL GROUP","CHC","Real Estate","5.3200","5.3300","5.3100","-0.0048","103056"
"CHARTER HALL LONG WALE REIT","CLW","Real Estate","4.1400","4.1400","4.1200","0.0000","59103"
"CHARTER HALL RETAIL REIT","CQR","Real Estate","3.9400","3.9400","3.9300","0.0000","22892"
"CHESSER RESOURCES LIMITED","CHZ","Materials","0.0450","0.0450","0.0450","0.0000","470000"
"CHIMPCHANGE LIMITED","CCA","Software & Services","0.7400","0.7500","0.7400","0.0000","43715"
"CHINA CONSTRUCTION BANK CORPORATION","CCB","Not Applic",,"","","",""
"CHINA DAIRY CORPORATION LIMITED","CDC","Food, Beverage & Tobacco","0.0810","0.0810","0.0810","0.0010","6150"
"CHINA MAGNESIUM CORPORATION LIMITED","CMC","Materials","0.0150","0.0150","0.0150","0.0023","80194"
"CHONGHERR INVESTMENTS LTD","CDH","Materials","0.0050","0.0050","0.0050","","55000"
"CHORUS LIMITED","CNU","Telecommunication Services","3.5400","3.5500","3.5350","0.0099","73732"
"CI RESOURCES LIMITED","CII","Materials","1.7600","1.7600","1.7600","0.0100","11000"
"CIMIC GROUP LIMITED","CIM","Capital Goods","44.5100","44.7200","44.4900","0.1424","37423"
"CIRRUS NETWORKS HOLDINGS LIMITED","CNW","Software & Services","0.0210","0.0210","0.0210","-0.0010","1098678"
"CITATION RESOURCES LTD","CTR","Energy",,"","","",""
"CITIGOLD CORPORATION LIMITED","CTO","Materials","0.0060","0.0060","0.0060","-0.0009","50000"
"CLANCY EXPLORATION LIMITED","CLY","Materials","0.0030","0.0030","0.0030","0.0000","3800000"
"CLARIUS GROUP LIMITED","CND","Commercial & Professional Services","0.0760","0.0760","0.0760","-0.0010","15000"
"CLASS LIMITED","CL1","Software & Services","3.1800","3.2200","3.1500","0.0353","210386"
